"Torque, Nm","Efficiency, %"
0.00013,0.0
0.00014147678470259115,8.014371139366656
0.0001529535694051823,14.811178907641064
0.00016443035410777345,20.645370989165563
0.00017590713881036462,25.705360424983486
0.00018738392351295578,30.133400994091037
0.00019886070821554692,34.03890708736555
0.00021033749291813808,37.507412894583936
0.00022181427762072922,40.606750273801026
0.0002332910623233204,43.39140309411542
0.00024476784702591155,45.905636568163985
0.0002562446317285027,48.18578563801641
0.0002677214164310939,50.26195476462698
0.00027919820113368504,52.15929848569756
0.0002906749858362762,53.89899861024582
0.0003021517705388673,55.499018709497605
0.0003136285552414585,56.97469295074213
0.00032510533994404965,58.33919021002353
0.00033658212464664076,59.603883232883945
0.0003480589093492319,60.77864475956684
0.0003595356940518231,61.87208693431838
0.00037101247875441425,62.8917562798114
0.0003824892634570054,63.84429356972918
0.0003939660481595966,64.73556575747097
0.00040544283286218774,65.5707754979893
0.0004169196175647789,66.35455258040595
0.00042839640226737007,67.0910306636914
0.00043987318696996124,67.7839119996247
0.0004513499716725524,68.43652228122345
0.00046282675637514357,69.05185733066503
0.0004743035410777346,69.63262300892555
0.0004857803257803258,70.1812694681167
0.000497257110482917,70.70002066052174
0.0005087338951855081,71.19089985337595
0.0005202106798880993,71.65575176623491
0.0005316874645906904,72.09626184125476
0.0005431642492932816,72.51397307044485
0.0005546410339958728,72.91030073375575
0.0005661178186984639,73.28654534447459
0.0005775946034010551,73.6439040512732
0.0005890713881036463,73.98348070739031
0.0006005481728062374,74.3062947852504
0.0006120249575088286,74.61328928807265
0.0006235017422114198,74.90533778770697
0.0006349785269140108,75.18325069924686
0.000646455311616602,75.44778088726763
0.0006579320963191931,75.69962868530254
0.0006694088810217843,75.93944639897609
0.0006808856657243755,76.16784235371694
0.0006923624504269666,76.3853845398954
0.0007038392351295578,76.5926039013355
0.000715316019832149,76.78999730725485
0.0007267928045347401,76.97803024262518
0.0007382695892373312,77.15713924759426
0.0007497463739399225,77.32773413285867
0.0007612231586425136,77.49019999463232
0.0007726999433451048,77.64489905004719
0.000784176728047696,77.79217231138232
0.0007956535127502871,77.93234111539498
0.0008071302974528783,78.06570852217611
0.0008186070821554693,78.19256059633504
0.0008300838668580605,78.3131675819016
0.0008415606515606517,78.42778498109215
0.0008530374362632428,78.53665454599295
0.000864514220965834,78.64000519125361
0.0008759910056684252,78.73805383503453
0.0008874677903710163,78.83100617470348
0.0008989445750736075,78.9190574031122
0.0009104213597761986,79.00239287069701
0.0009218981444787897,79.08118869812371
0.0009333749291813809,79.15561234373439
0.000944851713883972,79.2258231296385
0.0009563284985865632,79.29197272992259
0.0009678052832891544,79.35420562412341
0.0009792820679917454,79.41265951881378
0.0009907588526943368,79.46746573988693
0.0010022356373969277,79.51874959788823
0.001013712422099519,79.56663072853016
0.00102518920680211,79.61122341033527
0.0010366659915047012,79.65263686117979
0.0010481427762072924,79.69097551535476
0.0010596195609098836,79.7263392826222
0.0010710963456124747,79.7588237906164
0.001082573130315066,79.78852061182666
0.001094049915017657,79.81551747629321
0.0011055266997202482,79.83989847105512
0.0011170034844228394,79.86174422730241
0.0011284802691254306,79.88113209610823
0.0011399570538280215,79.89813631354548
0.0011514338385306127,79.91282815592888
0.0011629106232332038,79.92527608586458
0.001174387407935795,79.93554588973586
0.0011858641926383862,79.94370080720554
0.0011973409773409773,79.94980165327041
0.0012088177620435685,79.95390693336286
0.0012202945467461597,79.9560729519573
0.0012317713314487508,79.95635391510508
0.001243248116151342,79.95480202729036
0.0012547249008539331,79.95146758297018
0.0012662016855565243,79.94639905313653
0.0012776784702591155,79.93964316721282
0.0012891552549617066,79.93124499057616
0.0013006320396642978,79.92124799797504
0.001312108824366889,79.90969414309407
0.0013235856090694801,79.89662392449961
0.001335062393772071,79.88207644818387
0.0013465391784746622,79.86608948691075
0.0013580159631772536,79.84869953655229
0.0013694927478798448,79.82994186959246
0.001380969532582436,79.8098505859631
0.0013924463172850271,79.78845866136577
0.0014039231019876183,79.76579799322344
0.0014153998866902094,79.74189944439686
0.0014268766713928006,79.71679288479079
0.0014383534560953918,79.69050723096863
0.001449830240797983,79.66307048388542
0.001461307025500574,79.63450976484276
0.0014727838102031653,79.60485134976271
0.0014842605949057564,79.57412070187146
0.0014957373796083476,79.54234250287843
0.0015072141643109385,79.5095406827308
0.0015186909490135297,79.47573844801906
0.0015301677337161209,79.44095830910388
0.001541644518418712,79.40522210603183
0.0015531213031213032,79.3685510333016
0.0015645980878238944,79.33096566354057
0.0015760748725264855,79.29248597014659
0.0015875516572290767,79.25313134894795
0.0015990284419316679,79.21292063893051
0.001610505226634259,79.17187214207841
0.0016219820113368502,79.13000364237274
0.0016334587960394414,79.08733242398905
0.0016449355807420325,79.04387528873326
0.0016564123654446237,78.99964857275253
0.0016678891501472148,78.95466816255642
0.001679365934849806,78.90894951038088
0.0016908427195523972,78.86250764892677
0.0017023195042549881,78.81535720550198
0.0017137962889575793,78.76751241559549
0.0017252730736601705,78.71898713590953
0.0017367498583627616,78.66979485687509
0.0017482266430653528,78.61994871467435
0.001759703427767944,78.56946150279288
0.0017711802124705351,78.51834568312242
0.0017826569971731263,78.46661339663507
0.0017941337818757174,78.41427647364746
0.0018056105665783086,78.36134644369382
0.0018170873512808998,78.30783454502468
0.001828564135983491,78.2537517337479
0.0018400409206860823,78.19910869262765
0.0018515177053886735,78.14391583955616
0.0018629944900912646,78.08818333571226
0.0018744712747938556,78.03192109342027
0.0018859480594964468,77.97513878372189
0.001897424844199038,77.91784584367335
0.001908901628901629,77.86005148337935
