"Speed, rad/s","Torque, Nm"
0.0,0.011595307917888565
0.9115201101845509,0.011583701003055844
1.8230402203691018,0.011572094088223121
2.7345603305536526,0.0115604871733904
3.6460804407382037,0.01154888025855768
4.557600550922754,0.011537273343724959
5.469120661107305,0.011525666428892236
6.380640771291857,0.011514059514059516
7.292160881476407,0.011502452599226795
8.203680991660958,0.011490845684394074
9.115201101845509,0.011479238769561351
10.02672121203006,0.01146763185472863
10.93824132221461,0.01145602493989591
11.849761432399163,0.011444418025063187
12.761281542583713,0.011432811110230466
13.672801652768264,0.011421204195397746
14.584321762952815,0.011409597280565025
15.495841873137365,0.011397990365732302
16.407361983321916,0.011386383450899581
17.318882093506467,0.01137477653606686
18.230402203691018,0.011363169621234138
19.14192231387557,0.011351562706401417
20.05344242406012,0.011339955791568697
20.964962534244673,0.011328348876735976
21.87648264442922,0.011316741961903253
22.788002754613775,0.011305135047070532
23.699522864798325,0.011293528132237812
24.611042974982873,0.01128192121740509
25.522563085167427,0.011270314302572368
26.434083195351977,0.011258707387739647
27.345603305536528,0.011247100472906927
28.25712341572108,0.011235493558074204
29.16864352590563,0.011223886643241483
30.08016363609018,0.011212279728408762
30.99168374627473,0.011200672813576042
31.90320385645928,0.011189065898743319
32.81472396664383,0.011177458983910598
33.72624407682838,0.011165852069077878
34.637764187012934,0.011154245154245155
35.54928429719749,0.011142638239412434
36.460804407382035,0.011131031324579713
37.37232451756659,0.011119424409746993
38.28384462775114,0.01110781749491427
39.195364737935684,0.01109621058008155
40.10688484812024,0.011084603665248828
41.01840495830479,0.011072996750416106
41.92992506848935,0.011061389835583385
42.841445178673894,0.011049782920750664
43.75296528885844,0.011038176005917943
44.664485399042995,0.011026569091085221
45.57600550922755,0.0110149621762525
46.4875256194121,0.01100335526141978
47.39904572959665,0.010991748346587059
48.3105658397812,0.010980141431754336
49.222085949965745,0.010968534516921615
50.1336060601503,0.010956927602088894
51.045126170334854,0.010945320687256174
51.9566462805194,0.010933713772423451
52.868166390703955,0.01092210685759073
53.7796865008885,0.01091049994275801
54.691206611073056,0.010898893027925287
55.6027267212576,0.010887286113092566
56.51424683144216,0.010875679198259845
57.42576694162671,0.010864072283427124
58.33728705181126,0.010852465368594402
59.248807161995806,0.010840858453761681
60.16032727218036,0.01082925153892896
61.07184738236491,0.010817644624096238
61.98336749254946,0.010806037709263517
62.894887602734016,0.010794430794430796
63.80640771291856,0.010782823879598075
64.71792782310312,0.010771216964765353
65.62944793328766,0.010759610049932632
66.54096804347222,0.010748003135099911
67.45248815365676,0.01073639622026719
68.36400826384131,0.010724789305434468
69.27552837402587,0.010713182390601747
70.18704848421042,0.010701575475769026
71.09856859439498,0.010689968560936304
72.01008870457952,0.010678361646103583
72.92160881476407,0.010666754731270862
73.83312892494862,0.010655147816438141
74.74464903513318,0.010643540901605419
75.65616914531773,0.010631933986772698
76.56768925550227,0.010620327071939977
77.47920936568683,0.010608720157107256
78.39072947587137,0.010597113242274534
79.30224958605594,0.010585506327441813
80.21376969624048,0.010573899412609092
81.12528980642503,0.01056229249777637
82.03680991660958,0.010550685582943649
82.94833002679412,0.010539078668110928
83.8598501369787,0.010527471753278205
84.77137024716323,0.010515864838445485
85.68289035734779,0.010504257923612764
86.59441046753234,0.010492651008780043
87.50593057771688,0.01048104409394732
88.41745068790144,0.0104694371791146
89.32897079808599,0.010457830264281879
90.24049090827054,0.010446223349449158
91.1520110184551,0.010434616434616436
92.06353112863964,0.010423009519783715
92.9750512388242,0.010411402604950994
93.88657134900875,0.010399795690118271
94.7980914591933,0.01038818877528555
95.70961156937784,0.01037658186045283
96.6211316795624,0.010364974945620109
97.53265178974695,0.010353368030787386
98.44417189993149,0.010341761115954666
99.35569201011606,0.010330154201121945
100.2672121203006,0.010318547286289224
101.17873223048515,0.010306940371456502
102.09025234066971,0.01029533345662378
103.00177245085425,0.01028372654179106
103.9132925610388,0.010272119626958339
104.82481267122336,0.010260512712125617
105.73633278140791,0.010248905797292896
106.64785289159245,0.010237298882460175
107.559373001777,0.010225691967627452
108.47089311196156,0.010214085052794732
109.38241322214611,0.01020247813796201
110.29393333233067,0.01019087122312929
111.2054534425152,0.010179264308296567
112.11697355269976,0.010167657393463847
113.02849366288432,0.010156050478631126
113.94001377306886,0.010144443563798403
114.85153388325342,0.010132836648965683
115.76305399343796,0.010121229734132962
116.67457410362252,0.010109622819300241
117.58609421380706,0.010098015904467518
118.49761432399161,0.010086408989634798
119.40913443417618,0.010074802074802077
120.32065454436072,0.010063195159969354
121.23217465454528,0.010051588245136633
122.14369476472982,0.010039981330303913
123.05521487491437,0.010028374415471192
123.96673498509892,0.01001676750063847
124.87825509528348,0.010005160585805748
125.78977520546803,0.009993553670973028
126.70129531565257,0.009981946756140305
127.61281542583713,0.009970339841307584
128.52433553602168,0.009958732926474863
129.43585564620625,0.009947126011642143
130.3473757563908,0.00993551909680942
131.25889586657533,0.0099239121819767
132.1704159767599,0.009912305267143979
133.08193608694444,0.009900698352311258
133.993456197129,0.009889091437478535
134.90497630731352,0.009877484522645814
135.8164964174981,0.009865877607813094
136.72801652768263,0.009854270692980373
137.6395366378672,0.00984266377814765
138.55105674805174,0.00983105686331493
139.46257685823628,0.009819449948482209
140.37409696842084,0.009807843033649486
141.28561707860538,0.009796236118816765
142.19713718878995,0.009784629203984044
143.1086572989745,0.009773022289151324
144.02017740915903,0.009761415374318601
144.9316975193436,0.00974980845948588
145.84321762952814,0.00973820154465316
146.7547377397127,0.009726594629820437
147.66625784989725,0.009714987714987716
